ID,City_ZhT,City_Py,Prov_Py,Prov_ZhT,Lat,Long,Level,Level_Eng,City_ZhS,Source
565,定城,Dingcheng,Hainan,海南,19.680292,110.368432,鎮,Town,定城,https://github.com/boyan01/ChinaRegionDistrict
567,東澳,Dongao,Hainan,海南,18.714928,110.401814,鎮,Town,东澳,https://github.com/boyan01/ChinaRegionDistrict
568,東成,Dongcheng,Hainan,海南,19.703706,109.461375,鎮,Town,东成,https://github.com/boyan01/ChinaRegionDistrict
569,東方,Dongfang,Hainan,海南,19.095351,108.651815,市,Municipality,东方,https://github.com/boyan01/ChinaRegionDistrict
570,東閣,Dongge,Hainan,海南,19.656873,110.849213,鎮,Town,东阁,https://github.com/boyan01/ChinaRegionDistrict
571,東河,Donghe,Hainan,海南,19.048051,108.93808,鎮,Town,东河,https://github.com/boyan01/ChinaRegionDistrict
572,東郊,Dongjiao,Hainan,海南,19.573201,110.851831,鎮,Town,东郊,https://github.com/boyan01/ChinaRegionDistrict
573,東路,Donglu,Hainan,海南,19.791949,110.706497,鎮,Town,东路,https://github.com/boyan01/ChinaRegionDistrict
574,東英,Dongying,Hainan,海南,19.959022,109.648634,鎮,Town,东英,https://github.com/boyan01/ChinaRegionDistrict
575,多文,Duowen,Hainan,海南,19.773837,109.771058,鎮,Town,多文,https://github.com/boyan01/ChinaRegionDistrict
576,峨蔓,Eman,Hainan,海南,19.854773,109.266778,鎮,Town,峨蔓,https://github.com/boyan01/ChinaRegionDistrict
577,番陽,Fanyang,Hainan,海南,18.874421,109.39785,鎮,Town,番阳,https://github.com/boyan01/ChinaRegionDistrict
578,楓木,Fengmu,Hainan,海南,19.214452,110.019489,鎮,Town,枫木,https://github.com/boyan01/ChinaRegionDistrict
579,馮坡,Fengpo,Hainan,海南,19.964651,110.783953,鎮,Town,冯坡,https://github.com/boyan01/ChinaRegionDistrict
580,阜龍,Fulong,Hainan,海南,19.32259,109.460782,鄉,Township,阜龙,https://github.com/boyan01/ChinaRegionDistrict
581,佛羅,Fuluo,Hainan,海南,18.578636,108.736344,鎮,Town,佛罗,https://github.com/boyan01/ChinaRegionDistrict
582,福山,Fushan,Hainan,海南,19.83004,109.92986,鎮,Town,福山,https://github.com/boyan01/ChinaRegionDistrict
583,富文,Fuwen,Hainan,海南,19.551585,110.26279,鎮,Town,富文,https://github.com/boyan01/ChinaRegionDistrict
584,感城,Gancheng,Hainan,海南,18.84991,108.64791,鎮,Town,感城,https://github.com/boyan01/ChinaRegionDistrict
585,公坡,Gongpo,Hainan,海南,19.789147,110.808679,鎮,Town,公坡,https://github.com/boyan01/ChinaRegionDistrict
586,光村,Guangcun,Hainan,海南,19.818101,109.48132,鎮,Town,光村,https://github.com/boyan01/ChinaRegionDistrict
587,光坡,Guangpo,Hainan,海南,18.54339,110.048782,鎮,Town,光坡,https://github.com/boyan01/ChinaRegionDistrict
588,海口,Haikou,Hainan,海南,20.044412,110.198286,市,Municipality,海口,https://github.com/boyan01/ChinaRegionDistrict
589,海頭,Haitou,Hainan,海南,19.503315,108.953392,鎮,Town,海头,https://github.com/boyan01/ChinaRegionDistrict
590,海尾,Haiwei,Hainan,海南,19.422,108.8183,鎮,Town,海尾,https://github.com/boyan01/ChinaRegionDistrict
591,翰林,Hanlin,Hainan,海南,19.333758,110.26473,鎮,Town,翰林,https://github.com/boyan01/ChinaRegionDistrict
592,和樂,Hele,Hainan,海南,18.903521,110.477641,鎮,Town,和乐,https://github.com/boyan01/ChinaRegionDistrict
593,和平,Heping,Hainan,海南,18.897423,110.029212,鎮,Town,和平,https://github.com/boyan01/ChinaRegionDistrict
594,和慶,Heqing,Hainan,海南,19.525401,109.640854,鎮,Town,和庆,https://github.com/boyan01/ChinaRegionDistrict
595,和舍,Heshe,Hainan,海南,19.596205,109.727565,鎮,Town,和舍,https://github.com/boyan01/ChinaRegionDistrict
596,紅毛,Hongmao,Hainan,海南,19.030684,109.689932,鎮,Town,红毛,https://github.com/boyan01/ChinaRegionDistrict
597,後安,Houan,Hainan,海南,18.867778,110.443872,鎮,Town,后安,https://github.com/boyan01/ChinaRegionDistrict
598,黃流,Huangliu,Hainan,海南,18.506684,108.794872,鎮,Town,黄流,https://github.com/boyan01/ChinaRegionDistrict
599,皇桐,Huangtong,Hainan,海南,19.832893,109.849709,鎮,Town,皇桐,https://github.com/boyan01/ChinaRegionDistrict
600,黃竹,Huangzhu,Hainan,海南,19.472782,110.446721,鎮,Town,黄竹,https://github.com/boyan01/ChinaRegionDistrict
601,會山,Huishan,Hainan,海南,19.067147,110.269379,鎮,Town,会山,https://github.com/boyan01/ChinaRegionDistrict
602,會文,Huiwen,Hainan,海南,19.462573,110.731756,鎮,Town,会文,https://github.com/boyan01/ChinaRegionDistrict
603,嘉積,Jiaji,Hainan,海南,19.242966,110.485992,鎮,Town,嘉积,https://github.com/boyan01/ChinaRegionDistrict
604,佳吉,Jiaji,Hainan,海南,19.2431,110.4642,,,佳吉,https://github.com/boyan01/ChinaRegionDistrict
605,加來,Jialai,Hainan,海南,19.709883,109.699231,鎮,Town,加来,https://github.com/boyan01/ChinaRegionDistrict
606,加樂,Jiale,Hainan,海南,19.584999,110.00106,鎮,Town,加乐,https://github.com/boyan01/ChinaRegionDistrict
607,加茂,Jiamao,Hainan,海南,18.55223,109.707284,鎮,Town,加茂,https://github.com/boyan01/ChinaRegionDistrict
608,尖峰,Jianfeng,Hainan,海南,18.690415,108.792488,鎮,Town,尖峰,https://github.com/boyan01/ChinaRegionDistrict
609,江邊,Jiangbian,Hainan,海南,18.894428,108.976837,鄉,Township,江边,https://github.com/boyan01/ChinaRegionDistrict
610,金波,Jinbo,Hainan,海南,19.236611,109.178467,鄉,Township,金波,https://github.com/boyan01/ChinaRegionDistrict
611,金江,Jinjiang,Hainan,海南,19.736764,110.010187,鎮,Town,金江,https://github.com/boyan01/ChinaRegionDistrict
612,晉江,Jinjiang,Hainan,海南,19.7288,110.0085,,,晋江,https://en.wikipedia.org/wiki/List_of_cities_in_China
613,錦山,Jinshan,Hainan,海南,19.99583,110.69748,鎮,Town,锦山,https://github.com/boyan01/ChinaRegionDistrict
614,九所,Jiusuo,Hainan,海南,18.453504,108.953913,鎮,Town,九所,https://github.com/boyan01/ChinaRegionDistrict
615,居丁,Juding,Hainan,海南,19.574772,110.404932,鎮,Town,居丁,https://github.com/boyan01/ChinaRegionDistrict
616,蘭訓,Lanxun,Hainan,海南,19.859648,109.361149,鄉,Township,兰训,https://github.com/boyan01/ChinaRegionDistrict
617,蘭洋,Lanyang,Hainan,海南,19.460398,109.664393,鎮,Town,兰洋,https://github.com/boyan01/ChinaRegionDistrict
618,老城,Laocheng,Hainan,海南,19.953144,110.126498,鎮,Town,老城,https://github.com/boyan01/ChinaRegionDistrict
619,樂東黎族,Ledonglizu,Hainan,海南,18.750259,109.173054,自治縣,Municipality,乐东黎族,https://github.com/boyan01/ChinaRegionDistrict
620,雷鳴,Leiming,Hainan,海南,19.553655,110.326015,鎮,Town,雷鸣,https://github.com/boyan01/ChinaRegionDistrict
621,黎安,Lian,Hainan,海南,18.437315,110.069641,鎮,Town,黎安,https://github.com/boyan01/ChinaRegionDistrict
622,利國,Liguo,Hainan,海南,18.472095,108.897225,鎮,Town,利国,https://github.com/boyan01/ChinaRegionDistrict
623,禮紀,Liji,Hainan,海南,18.75043,110.317655,鎮,Town,礼纪,https://github.com/boyan01/ChinaRegionDistrict
624,黎母山,Limushan,Hainan,海南,19.267691,109.78685,鎮,Town,黎母山,https://github.com/boyan01/ChinaRegionDistrict
625,臨城,Lincheng,Hainan,海南,19.896521,109.696445,鎮,Town,临城,https://github.com/boyan01/ChinaRegionDistrict
626,臨高,Lingao,Hainan,海南,19.912025,109.690508,縣,Municipality,临高,https://github.com/boyan01/ChinaRegionDistrict
627,嶺口,Lingkou,Hainan,海南,19.342639,110.308233,鎮,Town,岭口,https://github.com/boyan01/ChinaRegionDistrict
628,陵水黎族,Lingshuilizu,Hainan,海南,18.506048,110.037503,自治縣,Municipality,陵水黎族,https://github.com/boyan01/ChinaRegionDistrict
629,六弓,Liugong,Hainan,海南,18.53984,109.78506,鄉,Township,六弓,https://github.com/boyan01/ChinaRegionDistrict
630,隆廣,Longguang,Hainan,海南,18.50198,109.89942,鎮,Town,隆广,https://github.com/boyan01/ChinaRegionDistrict
631,龍滾,Longgun,Hainan,海南,19.058665,110.519209,鎮,Town,龙滚,https://github.com/boyan01/ChinaRegionDistrict
632,龍河,Longhe,Hainan,海南,19.381868,110.219091,鎮,Town,龙河,https://github.com/boyan01/ChinaRegionDistrict
633,龍湖,Longhu,Hainan,海南,19.573221,110.401161,鎮,Town,龙湖,https://github.com/boyan01/ChinaRegionDistrict
634,龍江,Longjiang,Hainan,海南,19.146787,110.324964,鎮,Town,龙江,https://github.com/boyan01/ChinaRegionDistrict
635,龍樓,Longlou,Hainan,海南,19.653286,110.968604,鎮,Town,龙楼,https://github.com/boyan01/ChinaRegionDistrict
636,龍門,Longmen,Hainan,海南,19.43916,110.328024,鎮,Town,龙门,https://github.com/boyan01/ChinaRegionDistrict
637,龍州,Longzhou,Hainan,海南,19.663599,110.266105,鄉,Township,龙州,https://github.com/boyan01/ChinaRegionDistrict
638,羅帶,Luodai,Hainan,海南,19.059986,108.674143,鄉,Township,罗带,https://github.com/boyan01/ChinaRegionDistrict
639,毛岸,Maoan,Hainan,海南,18.683945,109.581045,鎮,Town,毛岸,https://github.com/boyan01/ChinaRegionDistrict
640,毛道,Maodao,Hainan,海南,18.791255,109.410699,鄉,Township,毛道,https://github.com/boyan01/ChinaRegionDistrict
641,毛感,Maogan,Hainan,海南,18.613029,109.50901,鄉,Township,毛感,https://github.com/boyan01/ChinaRegionDistrict
642,毛陽,Maoyang,Hainan,海南,18.936964,109.50804,鎮,Town,毛阳,https://github.com/boyan01/ChinaRegionDistrict
643,木棠,Mutang,Hainan,海南,19.80393,109.35023,鎮,Town,木棠,https://github.com/boyan01/ChinaRegionDistrict
644,那大,Nada,Hainan,海南,19.514878,109.546409,鎮,Town,那大,https://github.com/boyan01/ChinaRegionDistrict
645,那田,Nada,Hainan,海南,19.5,109.5833,,,那田,https://github.com/boyan01/ChinaRegionDistrict
646,南寶,Nanbao,Hainan,海南,19.680461,109.599545,鎮,Town,南宝,https://github.com/boyan01/ChinaRegionDistrict
647,南開,Nankai,Hainan,海南,19.07781,109.41468,鄉,Township,南开,https://github.com/boyan01/ChinaRegionDistrict
648,南坤,Nankun,Hainan,海南,19.318366,109.948275,鎮,Town,南坤,https://github.com/boyan01/ChinaRegionDistrict
649,南林,Nanlin,Hainan,海南,18.405241,109.617455,鄉,Township,南林,https://github.com/boyan01/ChinaRegionDistrict
650,南呂,Nanlü,Hainan,海南,19.2507,110.08253,鎮,Town,南吕,https://github.com/boyan01/ChinaRegionDistrict
651,南橋,Nanqiao,Hainan,海南,18.680116,110.152697,鎮,Town,南桥,https://github.com/boyan01/ChinaRegionDistrict
652,南聖,Nansheng,Hainan,海南,18.738439,109.592708,鎮,Town,南圣,https://github.com/boyan01/ChinaRegionDistrict
653,排浦,Paipu,Hainan,海南,19.638809,109.163254,鎮,Town,排浦,https://github.com/boyan01/ChinaRegionDistrict
654,蓬萊,Penglai,Hainan,海南,19.536767,110.541209,鎮,Town,蓬莱,https://github.com/boyan01/ChinaRegionDistrict
655,坡心,Poxin,Hainan,海南,19.307033,110.089942,鎮,Town,坡心,https://github.com/boyan01/ChinaRegionDistrict
656,鋪前,Puqian,Hainan,海南,20.023731,110.580002,鎮,Town,铺前,https://github.com/boyan01/ChinaRegionDistrict
657,千家,Qianjia,Hainan,海南,18.565577,109.086133,鎮,Town,千家,https://github.com/boyan01/ChinaRegionDistrict
658,橋頭,Qiaotou,Hainan,海南,19.954138,109.933531,鎮,Town,桥头,https://github.com/boyan01/ChinaRegionDistrict
659,七叉,Qicha,Hainan,海南,19.11481,109.05128,鎮,Town,七叉,https://github.com/boyan01/ChinaRegionDistrict
660,七坊,Qifang,Hainan,海南,19.29558,109.24007,鎮,Town,七坊,https://github.com/boyan01/ChinaRegionDistrict
661,青松,Qingsong,Hainan,海南,19.155189,109.270939,鄉,Township,青松,https://github.com/boyan01/ChinaRegionDistrict
662,瓊海,Qionghai,Hainan,海南,19.259134,110.474497,市,Municipality,琼海,https://github.com/boyan01/ChinaRegionDistrict
663,瓊中黎族苗族,Qiongzhonglizumiaozu,Hainan,海南,19.033369,109.838389,自治縣,Municipality,琼中黎族苗族,https://github.com/boyan01/ChinaRegionDistrict
664,群英,Qunying,Hainan,海南,18.58299,109.87883,鄉,Township,群英,https://github.com/boyan01/ChinaRegionDistrict
665,仁興,Renxing,Hainan,海南,19.492539,109.88194,鎮,Town,仁兴,https://github.com/boyan01/ChinaRegionDistrict
666,榮邦,Rongbang,Hainan,海南,19.41395,109.170727,鄉,Township,荣邦,https://github.com/boyan01/ChinaRegionDistrict
667,瑞溪,Ruixi,Hainan,海南,19.73183,110.12908,鎮,Town,瑞溪,https://github.com/boyan01/ChinaRegionDistrict
668,三都,Sandu,Hainan,海南,19.786922,109.21922,鎮,Town,三都,https://github.com/boyan01/ChinaRegionDistrict
669,三才,Sancai,Hainan,海南,18.474578,110.003299,鎮,Town,三才,https://github.com/boyan01/ChinaRegionDistrict
670,三道,Sandao,Hainan,海南,18.464576,109.668672,鎮,Town,三道,https://github.com/boyan01/ChinaRegionDistrict
671,三更羅,Sangengluo,Hainan,海南,18.860493,110.186521,鎮,Town,三更罗,https://github.com/boyan01/ChinaRegionDistrict
672,三家,Sanjia,Hainan,海南,19.241239,108.758458,鎮,Town,三家,https://github.com/boyan01/ChinaRegionDistrict
673,三沙,Sansha,Hainan,海南,16.831839,112.338695,市,Municipality,三沙,https://github.com/boyan01/ChinaRegionDistrict
674,三亞,Sanya,Hainan,海南,18.253135,109.511772,市,Municipality,三亚,https://github.com/boyan01/ChinaRegionDistrict
675,上安,Shangan,Hainan,海南,18.876829,109.837283,鄉,Township,上安,https://github.com/boyan01/ChinaRegionDistrict
676,山根,Shangen,Hainan,海南,18.967334,110.486591,鎮,Town,山根,https://github.com/boyan01/ChinaRegionDistrict
677,什玲,Shenling,Hainan,海南,18.663921,109.78174,鎮,Town,什玲,https://github.com/boyan01/ChinaRegionDistrict
678,什運,Shenyun,Hainan,海南,18.992017,109.607969,鄉,Township,什运,https://github.com/boyan01/ChinaRegionDistrict
679,石壁,Shibi,Hainan,海南,19.163306,110.308524,鎮,Town,石壁,https://github.com/boyan01/ChinaRegionDistrict
680,石碌,Shilu,Hainan,海南,19.27755,109.055809,鎮,Town,石碌,https://github.com/boyan01/ChinaRegionDistrict
681,士路,Shilu,Hainan,海南,19.2598,109.0488,,,士路,https://en.wikipedia.org/wiki/List_of_cities_in_China
682,十月田,Shiyuetian,Hainan,海南,19.328109,108.952224,鎮,Town,十月田,https://github.com/boyan01/ChinaRegionDistrict
683,水滿,Shuiman,Hainan,海南,18.881007,109.667012,鄉,Township,水满,https://github.com/boyan01/ChinaRegionDistrict
684,四更,Sigeng,Hainan,海南,19.225616,108.682117,鎮,Town,四更,https://github.com/boyan01/ChinaRegionDistrict
685,潭門,Tanmen,Hainan,海南,19.24169,110.61694,鎮,Town,潭门,https://github.com/boyan01/ChinaRegionDistrict
686,潭牛,Tanniu,Hainan,海南,19.710084,110.735357,鎮,Town,潭牛,https://github.com/boyan01/ChinaRegionDistrict
687,塔洋,Tayang,Hainan,海南,19.288196,110.508274,鎮,Town,塔洋,https://github.com/boyan01/ChinaRegionDistrict
688,天安,Tianan,Hainan,海南,19.017418,108.912763,鄉,Township,天安,https://github.com/boyan01/ChinaRegionDistrict
689,提蒙,Timeng,Hainan,海南,18.564805,110.013034,鄉,Township,提蒙,https://github.com/boyan01/ChinaRegionDistrict
690,通什,Tongshen,Hainan,海南,18.780692,109.517189,鎮,Town,通什,https://github.com/boyan01/ChinaRegionDistrict
691,屯昌,Tunchang,Hainan,海南,19.351765,110.103415,縣,Municipality,屯昌,https://github.com/boyan01/ChinaRegionDistrict
692,屯城,Tuncheng,Hainan,海南,19.371561,110.104886,鎮,Town,屯城,https://github.com/boyan01/ChinaRegionDistrict
693,萬城,Wancheng,Hainan,海南,18.794435,110.397028,鎮,Town,万城,https://github.com/boyan01/ChinaRegionDistrict
694,萬沖,Wanchong,Hainan,海南,18.844711,109.32287,鎮,Town,万冲,https://github.com/boyan01/ChinaRegionDistrict
695,王五,Wangwu,Hainan,海南,19.653711,109.29572,鎮,Town,王五,https://github.com/boyan01/ChinaRegionDistrict
696,王下,Wangxia,Hainan,海南,19.003399,109.150473,鄉,Township,王下,https://github.com/boyan01/ChinaRegionDistrict
697,灣嶺,Wanling,Hainan,海南,19.141306,109.900496,鎮,Town,湾岭,https://github.com/boyan01/ChinaRegionDistrict
698,萬甯,Wanning,Hainan,海南,18.795143,110.391073,市,Municipality,万宁,https://github.com/boyan01/ChinaRegionDistrict
699,萬泉,Wanquan,Hainan,海南,19.243071,110.409657,鎮,Town,万泉,https://github.com/boyan01/ChinaRegionDistrict
700,文昌,Wenchang,Hainan,海南,19.543422,110.797717,市,Municipality,文昌,https://github.com/boyan01/ChinaRegionDistrict
701,文城,Wencheng,Hainan,海南,19.613781,110.753868,鎮,Town,文城,https://github.com/boyan01/ChinaRegionDistrict
702,文成,Wencheng,Hainan,海南,19.6167,110.75,,,文成,https://github.com/boyan01/ChinaRegionDistrict
703,翁田,Wengtian,Hainan,海南,19.931473,110.880179,鎮,Town,翁田,https://github.com/boyan01/ChinaRegionDistrict
704,文教,Wenjiao,Hainan,海南,19.66768,110.90782,鎮,Town,文教,https://github.com/boyan01/ChinaRegionDistrict
705,文羅,Wenluo,Hainan,海南,18.515697,109.957227,鎮,Town,文罗,https://github.com/boyan01/ChinaRegionDistrict
706,文儒,Wenru,Hainan,海南,19.53708,110.053169,鎮,Town,文儒,https://github.com/boyan01/ChinaRegionDistrict
707,烏烈,Wulie,Hainan,海南,19.288577,108.792324,鎮,Town,乌烈,https://github.com/boyan01/ChinaRegionDistrict
708,烏坡,Wupo,Hainan,海南,19.180023,110.075965,鎮,Town,乌坡,https://github.com/boyan01/ChinaRegionDistrict
709,五指山,Wuzhishan,Hainan,海南,18.775146,109.516925,市,Municipality,五指山,https://github.com/boyan01/ChinaRegionDistrict
710,響水,Xiangshui,Hainan,海南,18.592227,109.61628,鎮,Town,响水,https://github.com/boyan01/ChinaRegionDistrict
711,西昌,Xichang,Hainan,海南,19.433661,110.0455,鎮,Town,西昌,https://github.com/boyan01/ChinaRegionDistrict
712,新村,Xincun,Hainan,海南,18.412445,109.971328,鎮,Town,新村,https://github.com/boyan01/ChinaRegionDistrict
713,新龍,Xinlong,Hainan,海南,18.952023,108.684538,鎮,Town,新龙,https://github.com/boyan01/ChinaRegionDistrict
714,新興,Xinxing,Hainan,海南,19.506743,110.182802,鎮,Town,新兴,https://github.com/boyan01/ChinaRegionDistrict
715,新盈,Xinying,Hainan,海南,19.89513,109.536349,鎮,Town,新盈,https://github.com/boyan01/ChinaRegionDistrict
716,新政,Xinzheng,Hainan,海南,18.541645,109.628914,鎮,Town,新政,https://github.com/boyan01/ChinaRegionDistrict
717,新州,Xinzhou,Hainan,海南,19.71431,109.316166,鎮,Town,新州,https://github.com/boyan01/ChinaRegionDistrict
718,新竹,Xinzhu,Hainan,海南,19.617783,110.208962,鎮,Town,新竹,https://github.com/boyan01/ChinaRegionDistrict
719,細水,Xishui,Hainan,海南,19.206414,109.568501,鄉,Township,细水,https://github.com/boyan01/ChinaRegionDistrict
720,牙叉,Yacha,Hainan,海南,19.212209,109.445359,鎮,Town,牙叉,https://github.com/boyan01/ChinaRegionDistrict
721,矢茶,Yacha,Hainan,海南,19.2306,109.4475,,,矢茶,https://en.wikipedia.org/wiki/List_of_cities_in_China
722,陽江,Yangjiang,Hainan,海南,19.099221,110.349228,鎮,Town,阳江,https://github.com/boyan01/ChinaRegionDistrict
723,雅星,Yaxing,Hainan,海南,19.444076,109.269115,鎮,Town,雅星,https://github.com/boyan01/ChinaRegionDistrict
724,椰林,Yelin,Hainan,海南,18.506138,110.036325,鎮,Town,椰林,https://github.com/boyan01/ChinaRegionDistrict
725,野林,Yelin,Hainan,海南,18.521,110.0397,,,野林,https://en.wikipedia.org/wiki/List_of_cities_in_China
726,莺歌海,Yinggehai,Hainan,海南,18.510154,108.697349,鎮,Town,莺歌海,https://github.com/boyan01/ChinaRegionDistrict
727,營根,Yinggen,Hainan,海南,19.032547,109.83431,鎮,Town,营根,https://github.com/boyan01/ChinaRegionDistrict
728,迎根,Yinggen,Hainan,海南,19.0383,109.84,,,迎根,https://en.wikipedia.org/wiki/List_of_cities_in_China
729,英州,Yingzhou,Hainan,海南,18.427366,109.858895,鎮,Town,英州,https://github.com/boyan01/ChinaRegionDistrict
730,永發,Yongfa,Hainan,海南,19.747359,110.19532,鎮,Town,永发,https://github.com/boyan01/ChinaRegionDistrict
731,元門,Yuanmen,Hainan,海南,19.158071,109.486456,鄉,Township,元门,https://github.com/boyan01/ChinaRegionDistrict
732,長豐,Changfeng,Hainan,海南,18.800665,110.327657,鎮,Town,长丰,https://github.com/boyan01/ChinaRegionDistrict
733,長坡,Changpo,Hainan,海南,19.33564,110.606781,鎮,Town,长坡,https://github.com/boyan01/ChinaRegionDistrict
734,志仲,Zhizhong,Hainan,海南,18.629241,109.265117,鎮,Town,志仲,https://github.com/boyan01/ChinaRegionDistrict
735,中和,Zhonghe,Hainan,海南,19.743857,109.349583,鎮,Town,中和,https://github.com/boyan01/ChinaRegionDistrict
736,中平,Zhongping,Hainan,海南,19.061179,110.06023,鎮,Town,中平,https://github.com/boyan01/ChinaRegionDistrict
737,中興,Zhongxing,Hainan,海南,19.564772,109.861281,鎮,Town,中兴,https://github.com/boyan01/ChinaRegionDistrict
738,重興,Zhongxing,Hainan,海南,19.411589,110.59675,鎮,Town,重兴,https://github.com/boyan01/ChinaRegionDistrict
739,中原,Zhongyuan,Hainan,海南,19.151912,110.468478,鎮,Town,中原,https://github.com/boyan01/ChinaRegionDistrict
740,保定,Baoding,Hebei,河北,38.874434,115.464589,市,Municipality,保定,https://github.com/boyan01/ChinaRegionDistrict
741,北戴河,Beidaihe,Hebei,河北,39.8614,119.4177,,,北戴河,https://en.wikipedia.org/wiki/List_of_cities_in_China
742,北街,Beijie,Hebei,河北,36.7162,115.1595,,,北街,https://en.wikipedia.org/wiki/List_of_cities_in_China
743,本城,Bencheng,Hebei,河北,39.5,118.7,,,本城,https://en.wikipedia.org/wiki/List_of_cities_in_China
744,滄州,Cangzhou,Hebei,河北,38.304477,116.838834,市,Municipality,沧州,https://github.com/boyan01/ChinaRegionDistrict
745,柴狗埠,Chaigoubu,Hebei,河北,40.6678,114.4114,,,柴狗埠,https://en.wikipedia.org/wiki/List_of_cities_in_China
746,承德,Chengde,Hebei,河北,40.952942,117.962749,市,Municipality,承德,https://github.com/boyan01/ChinaRegionDistrict
747,成珍,Chengzhen,Hebei,河北,40.4797,115.2678,,,成珍,https://en.wikipedia.org/wiki/List_of_cities_in_China
748,陳三,Chensan,Hebei,河北,36.7367,115.1343,,,陈三,https://en.wikipedia.org/wiki/List_of_cities_in_China
749,赤城,Chicheng,Hebei,河北,40.8667,115.8333,,,赤城,https://en.wikipedia.org/wiki/List_of_cities_in_China
751,大明,Daming,Hebei,河北,36.2861,115.1436,,,大明,https://en.wikipedia.org/wiki/List_of_cities_in_China
753,東莞,Dongguang,Hebei,河北,37.8851,116.5328,,,东莞,https://en.wikipedia.org/wiki/List_of_cities_in_China
754,東河谷廟,Donghegumiao,Hebei,河北,36.9786,115.109,,,东河谷庙,https://en.wikipedia.org/wiki/List_of_cities_in_China
755,東良二莊,Dongliang’erzhuang,Hebei,河北,36.7271,115.2557,,,东良二庄,https://en.wikipedia.org/wiki/List_of_cities_in_China
756,東路橋,Dongluqiao,Hebei,河北,36.6815,115.3409,,,东路桥,https://en.wikipedia.org/wiki/List_of_cities_in_China
758,豐寧,Fengning,Hebei,河北,41.2108,116.6404,,,丰寧,https://en.wikipedia.org/wiki/List_of_cities_in_China
760,福城,Fucheng,Hebei,河北,37.8691,116.1506,,,福城,https://en.wikipedia.org/wiki/List_of_cities_in_China
762,冠陶,Guantao,Hebei,河北,36.541,115.2829,,,冠陶,https://en.wikipedia.org/wiki/List_of_cities_in_China
763,居伊,Guye,Hebei,河北,39.7305,118.4408,,,居伊,https://en.wikipedia.org/wiki/List_of_cities_in_China
764,邯鄲,Handan,Hebei,河北,36.625594,114.538959,市,Municipality,邯郸,https://github.com/boyan01/ChinaRegionDistrict
766,衡水,Hengshui,Hebei,河北,37.73892,115.670177,市,Municipality,衡水,https://github.com/boyan01/ChinaRegionDistrict
767,火爐,Huolu,Hebei,河北,38.0806,114.2961,,,火炉,https://en.wikipedia.org/wiki/List_of_cities_in_China
768,荊州,Jingzhou,Hebei,河北,37.6887,116.2596,,,荆州,https://en.wikipedia.org/wiki/List_of_cities_in_China
769,開平,Kaiping,Hebei,河北,39.678,118.2522,,,开平,https://en.wikipedia.org/wiki/List_of_cities_in_China
771,康寶,Kangbao,Hebei,河北,41.8464,114.6139,,,康宝,https://en.wikipedia.org/wiki/List_of_cities_in_China
772,孔家莊,Kongjiazhuang,Hebei,河北,40.7525,114.7261,,,孔家庄,https://en.wikipedia.org/wiki/List_of_cities_in_China
773,寬城,Kuancheng,Hebei,河北,40.6056,118.4825,,,宽城,https://en.wikipedia.org/wiki/List_of_cities_in_China
774,廊坊,Langfang,Hebei,河北,39.538047,116.683752,市,Municipality,廊坊,https://github.com/boyan01/ChinaRegionDistrict
776,林西,Linxi,Hebei,河北,36.8627,115.4925,,,林西,https://en.wikipedia.org/wiki/List_of_cities_in_China
778,龍華,Longhua,Hebei,河北,41.3246,117.7344,,,龙华,https://en.wikipedia.org/wiki/List_of_cities_in_China
779,明州,Mingzhou,Hebei,河北,36.9761,115.2566,,,明州,https://en.wikipedia.org/wiki/List_of_cities_in_China
780,南皮,Nanpi,Hebei,河北,38.0333,116.7,,,南皮,https://en.wikipedia.org/wiki/List_of_cities_in_China
781,尼榮,Nierong,Hebei,河北,32.1131,92.2957,,,尼荣,https://en.wikipedia.org/wiki/List_of_cities_in_China
782,平泉,Pingquan,Hebei,河北,41.0042,118.6848,,,平泉,https://github.com/boyan01/ChinaRegionDistrict
783,前葛寨,Qiangezhai,Hebei,河北,36.9637,115.3782,,,前葛寨,https://en.wikipedia.org/wiki/List_of_cities_in_China
784,青龍,Qinglong,Hebei,河北,40.4056,118.9439,,,青龙,https://en.wikipedia.org/wiki/List_of_cities_in_China
785,秦皇島,Qinhuangdao,Hebei,河北,39.888701,119.518197,市,Municipality,秦皇岛,https://github.com/boyan01/ChinaRegionDistrict
786,桑園,Sangyuan,Hebei,河北,37.6256,116.3826,,,桑园,https://en.wikipedia.org/wiki/List_of_cities_in_China
787,沙城,Shacheng,Hebei,河北,40.3914,115.5114,,,沙城,https://en.wikipedia.org/wiki/List_of_cities_in_China
788,山海關,Shanhaiguan,Hebei,河北,40.0025,119.7489,,,山海关,https://en.wikipedia.org/wiki/List_of_cities_in_China
789,舍縣,She Xian,Hebei,河北,36.5566,113.6687,,,舍县,https://en.wikipedia.org/wiki/List_of_cities_in_China
790,石家莊,Shijiazhuang,Hebei,河北,38.042228,114.514793,市,Municipality,石家庄,https://github.com/boyan01/ChinaRegionDistrict
791,唐山,Tangshan,Hebei,河北,39.630867,118.180193,市,Municipality,唐山,https://github.com/boyan01/ChinaRegionDistrict
792,圍場,Weichang,Hebei,河北,41.9476,117.7578,,,围场,https://en.wikipedia.org/wiki/List_of_cities_in_China
